$application = New-Object -ComObject Visio.Application
$application | Get-Member


   TypeName:Microsoft.Office.Interop.Visio.ApplicationClass

Name                                MemberType            Definition
remove_MustFlushScopeEnded          Method                void remove_MustFlushScopeEnded(Microsoft.Office.Interop.V...
remove_NoEventsPending              Method                void remove_NoEventsPending(Microsoft.Office.Interop.Visio...
remove_OnKeystrokeMessageForAddon   Method                void remove_OnKeystrokeMessageForAddon(Microsoft.Office.In...
remove_PageAdded                    Method                void remove_PageAdded(Microsoft.Office.Interop.Visio.EAppl...
remove_PageChanged                  Method                void remove_PageChanged(Microsoft.Office.Interop.Visio.EAp...
remove_PageDeleteCanceled           Method                void remove_PageDeleteCanceled(Microsoft.Office.Interop.Vi...
remove_QueryCancelConvertToGroup    Method                void remove_QueryCancelConvertToGroup(Microsoft.Office.Int...
remove_QueryCancelDocumentClose     Method                void remove_QueryCancelDocumentClose(Microsoft.Office.Inte...
remove_QueryCancelGroup             Method                void remove_QueryCancelGroup(Microsoft.Office.Interop.Visi...
remove_QueryCancelMasterDelete      Method                void remove_QueryCancelMasterDelete(Microsoft.Office.Inter...
remove_QueryCancelPageDelete        Method                void remove_QueryCancelPageDelete(Microsoft.Office.Interop...
remove_QueryCancelQuit              Method                void remove_QueryCancelQuit(Microsoft.Office.Interop.Visio...
remove_QueryCancelReplaceShapes     Method                void remove_QueryCancelReplaceShapes(Microsoft.Office.Inte...
remove_QueryCancelSelectionDelete   Method                void remove_QueryCancelSelectionDelete(Microsoft.Office.In...
remove_QueryCancelStyleDelete       Method                void remove_QueryCancelStyleDelete(Microsoft.Office.Intero...
remove_QueryCancelSuspend           Method                void remove_QueryCancelSuspend(Microsoft.Office.Interop.Vi...
remove_QueryCancelSuspendEvents     Method                void remove_QueryCancelSuspendEvents(Microsoft.Office.Inte...
remove_QueryCancelUngroup           Method                void remove_QueryCancelUngroup(Microsoft.Office.Interop.Vi...
remove_QueryCancelWindowClose       Method                void remove_QueryCancelWindowClose(Microsoft.Office.Intero...
remove_QuitCanceled                 Method                void remove_QuitCanceled(Microsoft.Office.Interop.Visio.EA...
remove_ReplaceShapesCanceled        Method                void remove_ReplaceShapesCanceled(Microsoft.Office.Interop...
remove_RuleSetValidated             Method                void remove_RuleSetValidated(Microsoft.Office.Interop.Visi...
remove_RunModeEntered               Method                void remove_RunModeEntered(Microsoft.Office.Interop.Visio....
remove_SelectionAdded               Method                void remove_SelectionAdded(Microsoft.Office.Interop.Visio....
remove_SelectionChanged             Method                void remove_SelectionChanged(Microsoft.Office.Interop.Visi...
remove_SelectionDeleteCanceled      Method                void remove_SelectionDeleteCanceled(Microsoft.Office.Inter...
remove_ShapeAdded                   Method                void remove_ShapeAdded(Microsoft.Office.Interop.Visio.EApp...
remove_ShapeChanged                 Method                void remove_ShapeChanged(Microsoft.Office.Interop.Visio.EA...
remove_ShapeDataGraphicChanged      Method                void remove_ShapeDataGraphicChanged(Microsoft.Office.Inter...
remove_ShapeExitedTextEdit          Method                void remove_ShapeExitedTextEdit(Microsoft.Office.Interop.V...
remove_ShapeLinkAdded               Method                void remove_ShapeLinkAdded(Microsoft.Office.Interop.Visio....
remove_ShapeLinkDeleted             Method                void remove_ShapeLinkDeleted(Microsoft.Office.Interop.Visi...
remove_ShapeParentChanged           Method                void remove_ShapeParentChanged(Microsoft.Office.Interop.Vi...
remove_StyleAdded                   Method                void remove_StyleAdded(Microsoft.Office.Interop.Visio.EApp...
remove_StyleChanged                 Method                void remove_StyleChanged(Microsoft.Office.Interop.Visio.EA...
remove_StyleDeleteCanceled          Method                void remove_StyleDeleteCanceled(Microsoft.Office.Interop.V...
remove_SuspendCanceled              Method                void remove_SuspendCanceled(Microsoft.Office.Interop.Visio...
remove_SuspendEventsCanceled        Method                void remove_SuspendEventsCanceled(Microsoft.Office.Interop...
remove_TextChanged                  Method                void remove_TextChanged(Microsoft.Office.Interop.Visio.EAp...
remove_UngroupCanceled              Method                void remove_UngroupCanceled(Microsoft.Office.Interop.Visio...
remove_ViewChanged                  Method                void remove_ViewChanged(Microsoft.Office.Interop.Visio.EAp...
remove_VisioIsIdle                  Method                void remove_VisioIsIdle(Microsoft.Office.Interop.Visio.EAp...
remove_WindowActivated              Method                void remove_WindowActivated(Microsoft.Office.Interop.Visio...
remove_WindowChanged                Method                void remove_WindowChanged(Microsoft.Office.Interop.Visio.E...
remove_WindowCloseCanceled          Method                void remove_WindowCloseCanceled(Microsoft.Office.Interop.V...
remove_WindowOpened                 Method                void remove_WindowOpened(Microsoft.Office.Interop.Visio.EA...
remove_WindowTurnedToPage           Method                void remove_WindowTurnedToPage(Microsoft.Office.Interop.Vi...
RenameCurrentScope                  Method                void RenameCurrentScope(string bstrScopeName), void IVAppl...
SaveWorkspaceAs                     Method                void SaveWorkspaceAs(string FileName), void IVApplication....
SetCustomMenus                      Method                void SetCustomMenus(Microsoft.Office.Interop.Visio.UIObjec...
SetCustomToolbars                   Method                void SetCustomToolbars(Microsoft.Office.Interop.Visio.UIOb...
SetPreviewEnabled                   Method                void SetPreviewEnabled(string GalleryName, bool OnOrOff), ...
ToString                            Method                string ToString()
Undo                                Method                void Undo(), void IVApplication.Undo()
UnregisterRibbonX                   Method                void UnregisterRibbonX(System.Object SourceAddOn, Microsof...
BuiltInToolbars                     ParameterizedProperty Microsoft.Office.Interop.Visio.UIObject BuiltInToolbars(in...
EventInfo                           ParameterizedProperty string EventInfo(int eventSeqNum) {get;}
IsInScope                           ParameterizedProperty bool IsInScope(int nCmdID) {get;}
Active                              Property              int16 Active {get;}
ActiveDocument                      Property              Microsoft.Office.Interop.Visio.Document ActiveDocument {get;}
ActivePage                          Property              Microsoft.Office.Interop.Visio.Page ActivePage {get;}
ActivePrinter                       Property              string ActivePrinter {get;set;}
ActiveWindow                        Property              Microsoft.Office.Interop.Visio.Window ActiveWindow {get;}
AddonPaths                          Property              string AddonPaths {get;set;}
Addons                              Property              Microsoft.Office.Interop.Visio.Addons Addons {get;}
AlertResponse                       Property              int16 AlertResponse {get;set;}
Application                         Property              Microsoft.Office.Interop.Visio.Application Application {get;}
Assistance                          Property              System.Object Assistance {get;}
AutoLayout                          Property              bool AutoLayout {get;set;}
AutoRecoverInterval                 Property              int16 AutoRecoverInterval {get;set;}
AvailablePrinters                   Property              array AvailablePrinters {get;}
Build                               Property              int Build {get;}
BuiltInMenus                        Property              Microsoft.Office.Interop.Visio.UIObject BuiltInMenus {get;}
COMAddIns                           Property              System.Object COMAddIns {get;}
CommandBars                         Property              System.Object CommandBars {get;}
CommandLine                         Property              string CommandLine {get;}
ConnectorToolDataObject             Property              System.Object ConnectorToolDataObject {get;}
CurrentEdition                      Property              Microsoft.Office.Interop.Visio.VisEdition CurrentEdition {...
CurrentScope                        Property              int CurrentScope {get;}
CustomMenus                         Property              Microsoft.Office.Interop.Visio.UIObject CustomMenus {get;}
CustomMenusFile                     Property              string CustomMenusFile {get;set;}
CustomToolbars                      Property              Microsoft.Office.Interop.Visio.UIObject CustomToolbars {get;}
CustomToolbarsFile                  Property              string CustomToolbarsFile {get;set;}
DataFeaturesEnabled                 Property              bool DataFeaturesEnabled {get;}
DefaultAngleUnits                   Property              System.Object DefaultAngleUnits {get;set;}
DefaultDurationUnits                Property              System.Object DefaultDurationUnits {get;set;}
DefaultPageUnits                    Property              System.Object DefaultPageUnits {get;set;}
DefaultRectangleDataObject          Property              System.Object DefaultRectangleDataObject {get;}
DefaultTextUnits                    Property              System.Object DefaultTextUnits {get;set;}
DefaultZoomBehavior                 Property              Microsoft.Office.Interop.Visio.VisZoomBehavior DefaultZoom...
DeferRecalc                         Property              int16 DeferRecalc {get;set;}
DeferRelationshipRecalc             Property              bool DeferRelationshipRecalc {get;set;}
DialogFont                          Property              stdole.IFontDisp DialogFont {get;}
Documents                           Property              Microsoft.Office.Interop.Visio.Documents Documents {get;}
DrawingPaths                        Property              string DrawingPaths {get;set;}
EventList                           Property              Microsoft.Office.Interop.Visio.EventList EventList {get;}
EventsEnabled                       Property              int16 EventsEnabled {get;set;}
FilterPaths                         Property              string FilterPaths {get;set;}
FullBuild                           Property              int FullBuild {get;}
HelpPaths                           Property              string HelpPaths {get;set;}
InhibitSelectChange                 Property              bool InhibitSelectChange {get;set;}
InstanceHandle                      Property              int16 InstanceHandle {get;}
InstanceHandle32                    Property              int InstanceHandle32 {get;}
InstanceHandle64                    Property              long InstanceHandle64 {get;}
IsUndoingOrRedoing                  Property              bool IsUndoingOrRedoing {get;}
IsVisio16                           Property              int16 IsVisio16 {get;}
IsVisio32                           Property              int16 IsVisio32 {get;}
Language                            Property              int Language {get;}
LanguageHelp                        Property              int LanguageHelp {get;}
LanguageSettings                    Property              System.Object LanguageSettings {get;}
LiveDynamics                        Property              bool LiveDynamics {get;set;}
MsoDebugOptions                     Property              System.Object MsoDebugOptions {get;}
MyShapesPath                        Property              string MyShapesPath {get;set;}
Name                                Property              string Name {get;}
ObjectType                          Property              int16 ObjectType {get;}
old_Addins                          Property              System.Object old_Addins {get;}
OnDataChangeDelay                   Property              int OnDataChangeDelay {get;set;}
Path                                Property              string Path {get;}
PersistsEvents                      Property              int16 PersistsEvents {get;}
ProcessID                           Property              int ProcessID {get;}
ProductName                         Property              string ProductName {get;}
ProfileName                         Property              string ProfileName {get;}
PromptForSummary                    Property              int16 PromptForSummary {get;set;}
SaveAsWebObject                     Property              System.Object SaveAsWebObject {get;}
ScreenUpdating                      Property              int16 ScreenUpdating {get;set;}
Settings                            Property              Microsoft.Office.Interop.Visio.ApplicationSettings Setting...
ShowChanges                         Property              bool ShowChanges {get;set;}
ShowMenus                           Property              int16 ShowMenus {get;set;}
ShowProgress                        Property              int16 ShowProgress {get;set;}
ShowStatusBar                       Property              int16 ShowStatusBar {get;set;}
ShowToolbar                         Property              int16 ShowToolbar {get;set;}
StartupPaths                        Property              string StartupPaths {get;set;}
Stat                                Property              int16 Stat {get;}
StencilPaths                        Property              string StencilPaths {get;set;}
TemplatePaths                       Property              string TemplatePaths {get;set;}
ToolbarStyle                        Property              int16 ToolbarStyle {get;set;}
TraceFlags                          Property              int TraceFlags {get;set;}
TypelibMajorVersion                 Property              int16 TypelibMajorVersion {get;}
TypelibMinorVersion                 Property              int16 TypelibMinorVersion {get;}
UndoEnabled                         Property              bool UndoEnabled {get;set;}
UserName                            Property              string UserName {get;set;}
VBAEnabled                          Property              bool VBAEnabled {get;}
Vbe                                 Property              System.Object Vbe {get;}
Version                             Property              string Version {get;}
Visible                             Property              bool Visible {get;set;}
Window                              Property              Microsoft.Office.Interop.Visio.Window Window {get;}
WindowHandle                        Property              int16 WindowHandle {get;}
WindowHandle32                      Property              int WindowHandle32 {get;}
Windows                             Property              Microsoft.Office.Interop.Visio.Windows Windows {get;}
